cookTime,datePublished,description,image,ingredients,name,prepTime,recipeYield,url
,2008-11-02,"A vegetarian gumbo recipe taught to me by my friend and neighbor Kim. A rich and delicious gumbo served over rice, and just before serving, eggs are poached in the simmering gravy. ",http://www.101cookbooks.com/mt-static/images/food/vegetarian_gumbo.jpg,"1 cup clarified butter (or ghee)
1 cup unbleached all-purpose flour 
5 cups yellow onion, chopped into 1/3-inch dice
3/4 cup green bell pepper, chopped into 1/3-inch dice
scant 1/2 teaspoon fine-grain sea salt
1/4 cup garlic, chopped
1/2 teaspoon crushed red pepper flakes
2 dried bay leaves
3-4 quarts of a great tasting vegetable broth (see head notes!)
Gumbo file'
1 bunch green onions, chopped green ends only
6-8 eggs
5- 6 cups cooked long grain white or brown basmati rice",Vegetarian Gumbo,,Serves 6 - 8.,http://www.101cookbooks.com/archives/vegetarian-gumbo-recipe.html
,2007-02-26,"This quinoa recipe shows you how I might clean out my fridge - white quinoa, potatoes, onions, toasted nuts, and asparagus.",http://www.101cookbooks.com/mt-static/images/food/quinoarecipe_spring.jpg,"2 cups white quinoa, rinsed well
4 scant cups water
1 teaspoon salt
a few splashes of extra virgin olive oil
3 - 4 medium/large potatoes, cut into 1/2-inch dice
1 large yellow onions, chopped
1 clove garlic, chopped
1 cup toasted nuts (walnuts, pine nuts, etc)
1-2 cups lightly cooked asparagus, cut into 1/2-inch segments
another splash or two of good olive oil or citrus dressing",Delicious Big Bowl - Quinoa Recipe,,Serves 4 - 6.,http://www.101cookbooks.com/archives/001564.html
,2005-12-18,"Molly Stevens' Braised Celery recipe -  take a dish of celery segments topped with a dose of sauteed aromatics (celery hearts, shallots, and thyme), and a bit of broth. Slowly cook it all down under a roof of tinfoil until it is nice, moist, and tender - then finish it off gratin-style with crunchy bread crumbs and a bit of nutty gruyere.",http://www.101cookbooks.com/mt-static/images/food/braisedcel.jpg,"2 tablespoons unsalted butter, at room temperature 
1 head celery (about 1 3/4 pounds) 
1 large shallot or 1 small yellow onion, finely minced (about 1/4 cup) 
1 1/2 teaspoons finely chopped fresh thyme or 1/2 teaspoon dried 
Coarse salt and freshly ground black pepper 
1/4 cup dry white wine or dry white vermouth 
1 cup chicken stock, homemade (page 448) or store-bought (hs note: I used a veg. stock)
1/3 cup freshly grated Gruyere, or half Gruyere and half Parmigiano-Reggiano 
3 to 4 tablespoons fresh bread crumbs made from day-old rustic white bread",Braised Celery with Crunchy Bread Crumb Topping,,Serves 4 I Braising Time: about 1 1/2 hours.,http://www.101cookbooks.com/archives/000946.html
,2008-06-09,"Not a traditional lasagna recipe by any account - a healthier version that is still quite decadent. Imagine a lasagna, but instead of using pasta noodles, I used crispy, whole-grain crackers. Most people use pound after pound of beef and/or sausage, and then more beef. Instead, I pureed cottage cheese (which gets silky smooth), and thinned it out with a bit of milk and a couple eggs - some chopped mushrooms and spinach are included as well.",http://www.101cookbooks.com/mt-static/images/food/cracker_lasagna_recipe.jpg,"1 1/2 cups cottage cheese
1 cup milk
2 large eggs
scant 1/2 teaspoon fine grain sea salt
splash of olive oil
1 medium onion, chopped
1 shallot, chopped (optional)
1/4 pound brown mushrooms (about 12 medium), brushed clean and chopped
pinch of fresh thyme (optional)
2 big handfuls of spinach, washed and chopped
18 2 x 4 - inch crispy crackers (see head notes)
9 - inch round baking dish, or an 8x8 baking pan will work as well",Cracker Lasagna Recipe,,Makes about 8 - 10 servings.,http://www.101cookbooks.com/archives/cracker-lasagna-recipe.html
,2004-09-06,101 Cookbooks: Chocolate Calypso Beans Recipe,http://www.101cookbooks.com/mt-static/images/food/ranchogordobeans.jpg,"1 lb. Jacob's Cattle beans
2 T. olive oil
1 large onion, chopped
1 red bell pepper, chopped
5 cloves garlic, minced
2T. ground, dried red chilies (I used med-hot Chimayo)
1 1/2 T ground cumin
2+ t.  ground cinnamon 
1 t. ground allspice
4 1/2 cups water or vegetable stock
1 12 oz. bottle Negro Modelo Mexican beer
1 1/2 discs Ibarra Mexican chocolate",Chocolate Calypso Beans (remix),,,http://www.101cookbooks.com/archives/000116.html
,2004-11-15,"A recipe from my first book that was featured in the Washington post - sweet potatoes, chipotle, corn, onions, and puff pastry.",http://www.101cookbooks.com/mt-static/images/food/potpies1.jpg,"3 tablespoons extra-virgin olive oil  
1 medium white or yellow onion, chopped  
3 cloves garlic, chopped  
2 1/2 to 3 cups sweet potatoes, peeled and diced into  1/4-inch pieces  
1/2 teaspoon salt (plus more to taste)  
1 tablespoon adobo sauce from a can of chipotle chilies (or more to taste)  
1 cup corn kernels, fresh or frozen  
2 cups cold whole or low-fat milk  
2 tablespoons cornstarch  
1 box puff pastry dough (allow 20 to 30 minutes to thaw)  
1 egg white",Sweet Potato Pot Pie Recipe,,,http://www.101cookbooks.com/archives/000127.html
,2007-10-16,"A wonderful farro and roasted butternut squash recipe. Balsamic roasted butternut squash, deeply toasted walnuts, and nutty farro come together in this delicious recipe.
",http://www.101cookbooks.com/mt-static/images/food/butternutsquashrecipe_07.jpg,"2 cups farro, rinsed and drained
2 teaspoons fine-grain sea salt
5 cups water (or stock)
3 cups butternut squash, cut into 1/2-inch dice
1 large red onion cut into 1/8ths
1 tablespoon fresh thyme, minced
3 tablespoons olive oil
1  tablespoon balsamic vinegar
1 cup walnuts, deeply toasted
3 tablespoons toasted walnut oil (or more olive oil)
1/4 cup goat cheese, crumbled",Farro and Roasted Butternut Squash,,"Serves 6 - 8 as a side, less as a main.",http://www.101cookbooks.com/archives/farro-and-roasted-butternut-squash-recipe.html
PT,2010-06-21,"It's so hot here, and the bad news is that it's only June. What am I going to do a month from now? I'll be fanning myself and...",http://static.thepioneerwoman.com/cooking/files/2010/07/4720280193_665abb0d9a_b.jpg,"1 whole Pineapple, Peeled And Diced
1 whole Mango, Diced
1/2 whole Medium Red Onion, Finely Diced
1 whole Jalapeno, Seeded And Diced
 Fresh Cilantro, Chopped
1 whole Lime, Juiced
 Dash Kosher Salt
 Dash Granulated Sugar (optional)",Pineapple Mango Salsa,PT15M,8,http://thepioneerwoman.com/cooking/2010/06/pineapple-mango-salsa/
,2008-11-11,A great pasta dish using just six ingredients. Whole grain linguine matchsticks and barely cooked red kale are tossed with golden pistachio dressing. Pomegranate seeds provide ruby-colored accents and little pops of sweetness.,http://www.101cookbooks.com/mt-static/images/food/pasta.jpg,"8 ounces whole grain linguine or spaghetti
2/3 cup pistachios, toasted
1 medium clove garlic, smashed and chopped
1/4 teaspoon fine grain sea salt
1/4 cup extra virgin olive oil
1 large bunch of kale, washed, de-stemmed and chopped into bite-sized pieces
1 pomegranate, just the seeds*",Matchstick Pasta Recipe,,Serves 4.,http://www.101cookbooks.com/archives/matchstick-pasta-recipe.html
,2009-04-19,"Poached spinach noodles, tofu, and baby broccoli in ginger broth. Finished with a splash of soy sauce, mint, basil, lime juice and red pepper flakes. Quick, simple, and invigorating.",http://www.101cookbooks.com/mt-static/images/food/ginger_poached_noodles.jpg,"4 cups vegetable broth
2 ounces fresh ginger, peeled and thinly sliced
8 ounces firm tofu, cut into small cubes
1-2 cups (half a bunch) of broccolini, broccoli, or baby broccoli - trimmed
4 ounces dried spinach noodles, soba, or noodles of your choice
1 - 2 tablespoons shoyu or soy sauce
1/4 cup fresh basil, shredded
scant 1/4 cup fresh mint, shredded
a squeeze of lime juice
crushed red pepper flakes (opt)
toasted sesame oil (opt)",Ginger-Poached Noodles Recipe,,Serves 2-3.,http://www.101cookbooks.com/archives/gingerpoached-noodles-recipe.html
,2009-06-11,"A decadent, crunchy-topped summer squash gratin made from thinly sliced summer squash, potatoes, oregano pesto, and brown-buttered breadcrumbs- all baked at high-temperature until the squash is tender and the top is crunchy.",http://www.101cookbooks.com/mt-static/images/food/summer_squash_gratin.jpg,"zest of one lemon
1 1/2 pounds summer squash or zucchini, cut into 1/6th-inch slices
1/2 teaspoon fine grain sea salt
1/4 cup fresh oregano leaves
1/4 cup fresh Italian parsley
1 large garlic clove, chopped
1/4 teaspoon fine grain sea salt
pinch of red pepper flakes
1/2 cup extra-virgin olive oil
1/4 cup unsalted butter
2 cups fresh whole wheat bread crumbs*
1/2 pound waxy potatoes, sliced transparently thin 
3/4 cup grated Gruyere cheese, grated on a box grater (or feta might be good!)",Summer Squash Gratin Recipe,,,http://www.101cookbooks.com/archives/summer-squash-gratin-recipe.html
PT,2008-09-04,"Here's another brief ""How-To,"" excerpted from my Eggs Benedict recipe from last summer. The How-To's are rapidly building str...",http://static.thepioneerwoman.com/cooking/files/2008/09/Make-Blender-Hollandaise-Sauce.jpg,"2 sticks Butter
3 whole Eggs, Separated
1 whole (juice Of) Lemon
 Cayenne Pepper To Taste",How To…Make Blender Hollandaise Sauce,PT15M,4,http://thepioneerwoman.com/cooking/2008/09/how-tomake-blender-hollandaise-sauce/
,2008-09-25,"A roasted tomato soup recipe I featured in my last cookbook. Roast tomatoes, onions, garlic, and a red pepper then puree and season with a touch of smoky paprika. Couldn't be simpler or more flavorful.",http://www.101cookbooks.com/mt-static/images/food/tomato_soup_recipe.jpg,"5 tomatoes, cored (if necessary) and quartered
1 large red bell pepper, seeded and quartered
3 medium yellow onions, peeled, quartered
extra-virgin olive oil
5 plump cloves of garlic, unpeeled
fine-grain sea salt
2 - 3 cups light vegetable stock or water
1/4 teaspoon smoked paprika ",Roasted Tomato Soup Recipe,,Serves 4.,http://www.101cookbooks.com/archives/roasted-tomato-soup-recipe.html
,2006-11-02,"This Thai-spiced Pumpkin Soup couldn't be easier to make - roasted winter squash, coconut milk, Thai red curry paste, and sea salt come together in a pot of vibrant, rich, flavorful soup. A total crowd pleaser. ",http://www.101cookbooks.com/mt-static/images/food/pumpkinsouprecipe.jpg,"2 acorn squash, pumpkins, or other smallish winter squash
3 tablespoons unsalted butter, room temperature
1 14-ounce can coconut milk
1 teaspoon (or more) red Thai curry paste
water
2 teaspoons fine grain sea salt (or to taste)",Thai-spiced Pumpkin Soup Recipe,,Serves six.,http://www.101cookbooks.com/archives/001525.html
,2007-04-28,"A big bowl of asparagus, sauteed garbanzos, chopped onions, toasted almonds, tossed with brown rice and drizzled with a bit of garlic-tahini dressing.",http://www.101cookbooks.com/mt-static/images/food/aspbrownricerecipe.jpg,"3 tablespoons extra-virgin olive oil
1 or 2 14-ounce cans of chickpeas, drained
2 cloves garlic, minced
1 medium yellow onion, chopped
1 bunch asparagus, cut into 1-inch segments
3 cups pre-cooked brown rice 
1 cup almond slivers, toasted
fine grain sea salt
Tahini Dressing:
1 garlic clove, smashed and chopped
1/4 cup tahini
zest of one lemon
scant 1/4 cup freshly squeezed lemon juice
2 tablespoons extra-virgin olive oil
2 tablespoons hot water
scant 1/2 teaspoon fine grain sea salt",Ten Minute Tasty Asparagus and Brown Rice,,Serves 4-6.,http://www.101cookbooks.com/archives/ten-minute-tasty-asparagus-and-brown-rice-recipe.html
,2003-05-27,101 Cookbooks: Penne alla Vodka Recipe,http://www.101cookbooks.com/mt-static/images/food/.jpg,"Salt
One 35-ounce can Italian plum tomatoes (preferably San Marzano) with their liquid
1 pound penne
1/4 cup extra-virgin olive oil
10 cloves garlic, peeled
Crushed hot red pepper
1/4 cup vodka
1/2 cup heavy cream
2 tablespoons unsalted butter or olive oil for finishing the sauce, if you like
2 to 3 tablespoons chopped fresh Italian parsley
3/4 cup freshly grated Parmigiano-Reggiano, plus more for passing if you like",,,,http://www.101cookbooks.com/archives/000054.html
,2007-02-07,"I prefer this barley-based risotto recipe to many other rice based versions - and it is more nutritious. A pearl barley base is accented with white wine, creme fraiche,  lots of meyer lemon zest, chopped greens, and Parmesan cheese.",http://www.101cookbooks.com/mt-static/images/food/meyerlemonrisotto.jpg,"3 tablespoons extra-virgin olive oil
1 yellow onion, chopped
2 shallots, chopped
3 cloves garlic, chopped
1 teaspoon fine-grain sea salt
2 cups lightly pearled barley or pearled farro
1 cup good quality dry white wine
6 cups light vegetable stock (or water) 
Grated zest of 4 Meyer lemons (more to taste if you like)
1/2 cup Parmesan cheese
1/2 cup crème fraiche (or sour cream)
3 big handfuls of greens, chopped
Handful of toasted pine nuts, for garnish",Meyer Lemon Risotto,,,http://www.101cookbooks.com/archives/001560.html
,2007-05-14,Creamy tarragon spiked yogurt pistachio sauce combined with sweet green peas.,http://www.101cookbooks.com/mt-static/images/food/bakedpearecipe.jpg,"1 pound frozen baby peas
1/2 cup loosely packed fresh tarragon leaves
2 scallions, white and green parts, chopped
2 tablespoons extra virgin olive oil
1/4 cup Greek yogurt
1/2 cup chopped pistachios
sea salt to taste ","Baked Peas with Tarragon, Yogurt, and Pistachios",,Serves 4 or 5.,http://www.101cookbooks.com/archives/baked-peas-with-tarragon-yogurt-and-pistachios-recipe.html
,2009-12-09,"This olive oil flatbread is made from white whole wheat flour along with pepitas, sunflower, poppy, and mustard seeds. You can pull the dough out paper thin or leave it a bit thicker, serve it straight or bake it with toppings. Whatever you like, really.",http://www.101cookbooks.com/mt-static/images/food/seeded_flatbread.jpg,"4 1/2 cups / 1 lb. 6.5 oz / 640 g White Whole Wheat Flour 
1 3/4 teaspoons salt 
1 teaspoon instant yeast / active dry yeast
1 cup / 5 oz / 140g seeds (I use equal parts chopped pepitas, sunflower &amp; poppy seeds)
1 1/2 tablespoons mustard seeds, toasted and crushed 
1/4 cup / 60ml extra-virgin olive oil 
2 cups / 475 ml water, ice cold
semolina flour or cornmeal for dusting baking sheet",Seeded Flatbread Recipe,,,http://www.101cookbooks.com/archives/seeded-flatbread-recipe.html
,2007-06-08,"A tasty white bean salad topped with toasted walnuts, crumbled cheese, and a hint of citrus. Makes a good side dish, a satisfying lunch, or light dinner. ",http://www.101cookbooks.com/mt-static/images/food/whitebeansalad_07.jpg,"2 big handfuls baby spinach, washed and dried
2 cans white cannellini beans (or freshly cooked equivalent)
2 handfuls walnuts, toasted
a couple glugs of citrus-flavored olive oil 
a small splash of champagne vinegar
a few pinches fine-grained sea salt
a bit of crumbled cheese (manouri, goat cheese work nicely)",White Bean Salad,,Serves 4.,http://www.101cookbooks.com/archives/white-bean-salad-recipe.html
,2008-05-22,"A farro recipe I did for my sister's baby shower. Farro, a citrus dressing, roasted spring onions, yellow split peas, fresh peas, a bit of mixed salad greens, and a touch of goat cheese and chives.",http://www.101cookbooks.com/mt-static/images/food/heathers_farro_recipe.jpg,"6 cups cooked farro*
2 cups cooked yellow split peas**
1 1/2 cups peas, fresh if possible boiled for 30 seconds in salted water and drained
a big splash of Citrus Parmesan Vinaigrette***
4 handfuls of mixed salad greens
10 spring onions, trimmed, cut in half length-wise, tossed in a bit of olive, sprinkled with a bit of salt and roasted on a baking sheet in a 350F degree oven for about 35 minutes or until browned (toss once midway)
1/4 cup goat cheese, crumbled
1/4 cup chopped chives
 ",Heather's Farro Recipe,,"Makes one generous, family-style platter.",http://www.101cookbooks.com/archives/heathers-farro-recipe.html
,2007-07-08,"A stunning jewel-colored rosewater plum compote. It  can make ordinary french toast, waffles, pancakes, and crepes, and vanilla ice cream extra special.",http://www.101cookbooks.com/mt-static/images/food/plumcompoterecipe_07.jpg,"5 pounds plums
1/3 cup fresh lemon juice
1 pound sugar (I used fine-grain organic cane sugar)
3 tablespoons rose water",Rosewater Plum Compote Recipe,,Makes about eight 1/2-pint jars of compote.,http://www.101cookbooks.com/archives/rosewater-plum-compote-recipe.html
,2004-11-10,"Nancy Silverton's graham cracker recipe - flawless. Made with flour, brown sugar, honey, and butter.",http://www.101cookbooks.com/mt-static/images/food/.jpg,"2 1/2 cups plus 2 tablespoons unbleached pastry flour or unbleached all-purpose flour
1 cup dark brown sugar, lightly packed
1 teaspoon baking soda
3/4 teaspoon kosher salt
7 tablespoons (3 1/2 ounces) unsalted butter, cut into 1-inch cubes and frozen
1/3 cup mild-flavored honey, such as clover
5 tablespoons whole milk
2 tablespoons pure vanilla extract
3 tablespoons granulated sugar
1 teaspoon ground cinnamon
1 8-ounce package of cream cheese
2 tablespoons butter, softened
1 teaspoon pure vanilla extract
3 cups of powdered sugar, sifted",Graham Cracker Recipe,,,http://www.101cookbooks.com/archives/000126.html
,2005-11-10,"My fingers are a little raw from shelling pistachios for what felt like two hours at the crack of dawn this morning. Note to self, recipes that require shelling, blanching, and skinning usually take a long time...",http://www.101cookbooks.com/mt-static/images/food/pistachiobutter.jpg,"1 cup pistachios, shelled, blanched and skinned (instructions below)
1 cup almonds, blanched and skinned 
roughly 3/4 cup granulated sugar (next time I will prob. sweeten with a mild honey or light agave nectar)
1/2 cup or so hot water
couple pinches of salt",Sweet Pistachio Butter,,,http://www.101cookbooks.com/archives/000750.html
,2008-09-17,"A vegetarian TLT sandwich inspired by the classic BLT sandwich. This version includes chipotle-marinated tempeh alongside oven-roasted cherry tomatoes, a bit of shredded lettuce, and a generous avocado slather on a thin slice (or two) of great bread. ",http://www.101cookbooks.com/mt-static/images/food/tlt_recipe.jpg,"3 tablespoons olive oil
1/4 cup shoyu sauce (or soy sauce)
2 tablespoons balsamic vinegar
2 tablespoons brown sugar (or maple syrup)
3 tablespoons adobo sauce from a can of chipotle peppers
8 ounces of tempeh, cut into 1/3-inch thick strips
1 small basket of cherry tomatoes (2 cups)
1/4 cup extra-virgin olive oil olive oil
1 tablespoon brown sugar (or maple syrup)
scant 1/2 teaspoon of salt
1 small head of romaine lettuce, cored, then cut into 1/4-inch ribbons
1-2 large avocados, mashed with a pinch of salt just before assembling
4 or 8 extra-thin slices of hearty whole grain bread, well toasted",TLT Sandwich Recipe,,Makes four sandwiches.,http://www.101cookbooks.com/archives/tlt-sandwich-recipe.html
,2008-12-14,"A chunky celery soup perfect for a winter day - celery, carrots, a potato, an onion, a bit of garlic, and some leftover wild rice. ",http://www.101cookbooks.com/mt-static/images/food/chunky_celery_soup_recipe.jpg,"1 large onion
1 large russet potato
3-4 small -medium carrots
10 medium-length stalks of celery, washed well
3 tablespoons extra-virgin olive oil
2 cloves garlic, chopped
5 cups of lightly-flavored, great tasting, vegetable broth (or water)
2 cups cooked wild rice, brown rice, barley, or wheat berries
1/3 cup celery leaf pesto (optional, but see head notes)
Parmesan cheese, freshly grated (optional)",Chunky Celery Soup Recipe,,Serves about 6.,http://www.101cookbooks.com/archives/chunky-celery-soup-recipe.html
,2007-09-09,"Tasty, hearty vegetarian lentil burger recipe. Slathered with saffron yogurt and stuffed with avocado, lettuce, and onions. ",http://www.101cookbooks.com/mt-static/images/food/lentilburgerrecipe_07.jpg,"3 cups cooked black lentils
4 large eggs
1/2 teaspoon fine-grain sea salt
1 onion, finely chopped
1 cup toasted fine (whole-grain) bread crumbs
 1 tablespoon extra-virgin olive oil (or clarified butter)",Vegetarian Lentil Burger Recipe,,Makes 12 mini burgers.,http://www.101cookbooks.com/archives/vegetarian-lentil-burgers-recipe.html
PT,2012-07-16,"It...is...SO hot here. I mean, HOT. It's hot, too. Have I mentioned it's hot? And I'll tell you one other thing: it's HOT! I'...",http://static.thepioneerwoman.com/cooking/files/2010/07/2708738404_9a0c279d99_o.jpg,"1/2 block Of  Cream Cheese
2 whole (to 3) Green Onions
 Tomatoes
 Cucumbers
 Avocado
 Red Onion
1 whole Everything Bagel (or Any Kind Of Bagel)
 Alfalfa Sprouts
 1 Or 2 Slices Of Muenster Cheese
 Slice Of Cheddar Cheese
 Lettuce",Veggie &amp; Cheese Bagel,PT15M,1,http://thepioneerwoman.com/cooking/2008/07/cool-crisp-and-delicious-veggie-cheese-bagel/
,2008-06-19,"My tortilla soup recipe - a full-bodied, spicy vegetarian broth envelops a nest of baked tortilla matchsticks. Tiny roasted tomatoes along with a bit of goat cheese lend tang and texture, and flecks of sun-dried tomatoes bring depth and richness to each bowl.",http://www.101cookbooks.com/mt-static/images/food/tortilla_soup_recipe.jpg,"6-8 corn tortillas, cut in half and then into  matchstick-thin strips
a big splash of extra virgin olive oil
fine grain sea salt
20 small yellow or red cherry tomatoes
another splash of extra virgin olive oil
3 cloves garlic, chopped
1 large white onion, chopped
1 teaspoon ground cumin
2 teaspoons ground coriander
1 teaspoon cayenne or other spicy red chili powder
1 14-ounce can crushed tomatoes
6 cups vegetable broth (or water)
a few sun-dried tomatoes, chopped
1/4 cup of goat cheese, crumbled",Vegetarian Tortilla Soup Recipe,,Makes about 6 servings.,http://www.101cookbooks.com/archives/vegetarian-tortilla-soup-recipe.html
,2008-01-09,"Vegan Caesar salad recipe from best-selling authors Isa Chandra Moskowitz and Terry Hope Romero - no eggs, no dairy. Delicious, creamy lemon-caper dressing and garlic croutons.",http://www.101cookbooks.com/mt-static/images/food/vegan_caesar_salad_recipe.jpg,"Caesar dressing:
1/3 cup slivered or sliced almonds
3-4 cloves garlic, peeled and crushed
3/4 cup silken tofu
1/4 cup olive oil
3 tablespoons fresh lemon juice
1 heaping tablespoon capers
4 teaspoons caper brine
1 teaspoon sugar
1/2 teaspoon mustard powder
Salt
Croutons:
1/4 cup olive oil
4 cloves roasted garlic
1 tablespoon fresh lemon juice
1 medium size loaf French or Italian bread (little less than 1 pound), stale and torn or sliced into bite-sized pieces 
1/4 teaspoon salt
Salad:
1 large head romaing lettuce, chopped
Freshly cracked black pepper
Handful or two of spinach and/or arugula, torn into bite-sized pieces (optional)",Vegan Caesar Salad Recipe,,"Serves 4 to 6 as a side, 2 to 3 as a main.",http://www.101cookbooks.com/archives/vegan-caesar-salad-recipe.html
,2006-09-26,"My favorite coconut rice recipe - rich, fragrant, and just sticky enough. ",http://www.101cookbooks.com/mt-static/images/food/coconutricerecipe.jpg,"2 cups purple jasmine rice (or substitute white jasmine rice)
1 cup unsweetened coconut milk (don't use lite)
1 1/2 cups water
1 teaspoon fine grain sea salt
4 medium shallots, thinly sliced
1/4 cup unsalted butter
A handful of cashews, chopped and toasted",Purple Jasmine Coconut Rice Recipe,,Serves 4 to 6.,http://www.101cookbooks.com/archives/001507.html
,2007-03-14,"One of my favorite recipes from Super Natural Cooking - this hearty veggie burger recipe is made with garbanzo beans, cilantro, onions, lemon zest, eggs, bread crumbs, and sprouts.",http://www.101cookbooks.com/mt-static/images/food/ultimateveggieburger.jpg,"2 1/2 cups sprouted garbanzo beans (chickpeas) OR canned garbanzos, drained and rinsed
4 large eggs
1/2 teaspoon fine-grain sea salt
1/3 cup chopped fresh cilantro
1 onion, chopped
Grated zest of one large lemon
1 cup micro sprouts, chopped (try brocolli, onion, or alfalfa sprouts - optional)
1 cup toasted (whole-grain) bread crumbs
1 tablespoon extra-virgin olive oil (or clarified butter)",Ultimate Veggie Burger Recipe,,Makes 12 mini burgers.,http://www.101cookbooks.com/archives/001567.html
,2008-08-03,"A unique and flavor-packed pasta recipe. Whole wheat pasta noodles, olives, kale, pine nuts tossed in a pan for a tangle with a garlic-charged harissa and olive oil sauce.",http://www.101cookbooks.com/mt-static/images/food/harissa_spaghettini_recipe.jpg,"3 medium cloves garlic, peeled
a big pinch of fine grain sea salt
1/4 cup extra virgin olive oil
2 tablespoons harissa (paste)
8 ounces (1/2 pound) whole wheat spaghettini
1 small bunch kale, well-washed and deveined
1/2 cup oil-cured black olives, pitted
1/2 cup pine nuts, toasted
zest of 1 lemon",Harissa Spaghettini Recipe,,Serves about 4 - 6. ,http://www.101cookbooks.com/archives/harissa-spaghettini-recipe.html
,2009-05-25,"A favorite week-night cauliflower recipe. Tiny florets of pan-fried cauliflower are tossed with garlic, chives, lemon, Parmesan, and flaky sea salt.",http://www.101cookbooks.com/mt-static/images/food/simple_cauliflower_recipe.jpg,"2 - 3 heads of small cauliflower (or 1/2 head large)
2 tablespoons of olive oil
a couple pinches of sea salt
1 clove garlic, minced
1 small bunch of chives, chopped
zest of one lemon
freshly grated Parmesan
a bit of flaky sea salt",Simple Cauliflower Recipe,,,http://www.101cookbooks.com/archives/simple-cauliflower-recipe.html
,2007-03-19,"Trying to improve on typical pasta salads, this ravioli salad recipe features ricotta-stuffed raviolis, asparagus, peas, spinach, and toasted pine nuts.",http://www.101cookbooks.com/mt-static/images/food/pastasalad0307.jpg,"1/2 pound ricotta-stuffed ravioli
1 bunch thin asparagus, cut on deep bias (angle)
10 ounce bag organic peas, thawed overnight in refrigerator
3 - 4 big handfuls baby spinach, washed (any stems removed - optional)
a couple splashes of extra-virgin olive oil
1/2 cup pine nuts, toasted
fine grain sea salt
Parmesan cheese, for garnish",Ravioli Pasta Salad Recipe,,Serves 4 to 6.,http://www.101cookbooks.com/archives/001568.html
,2007-05-25,"Carrots tossed in a honey-kissed orange dressing, punctuated by toasted pine nuts, black olives and a hint of cumin.",http://www.101cookbooks.com/mt-static/images/food/carrotsaladrecipe_07.jpg,"2 teaspoons cumin seeds
1/4 cup olive oil
1 pound baby carrots (or spring carrots), washed and cut into halves and/or quarters lengthwise
sea salt to taste
1 tablespoon honey
lemon juice from one lemon
1/2 cup  black olives (Moroccan, Kalamata, etc), each torn in half
1/2 cup  orange syrup (1 cup orange juice reduced by half over medium heat)
1 tablespoon cilantro, chopped
1 tablespoon mint, chopped
1/3 cup pine nuts, toasted",Moroccan Baby Carrot Salad Recipe,,Serves 4 to 6.,http://www.101cookbooks.com/archives/moroccan-baby-carrot-salad-recipe.html
,2008-07-27,"A lovely herb salad recipe made from lots of summertime herbs, green beans, and corn.",http://www.101cookbooks.com/mt-static/images/food/herb_salad_recipe.jpg,"2 ears sweet corn, husked
1 big handful lettuce, torn into bite-sized pieces
3 big handfuls green beans or haricots vert, blanched for 20 seconds in boiling salted water, cooled completely under cold water
1/2 red onion, thinly sliced
1 bunch of chives, finely chopped
1 handful cilantro, loosely chopped
1 small handful of small/medium basil leaves
1 handful of pepitas, toasted
fine-grain sea salt
1 clove garlic, peeled
1/3 cup Greek yogurt
1 tablespoon lemon juice
1 medium avocado",Herb Salad Recipe,,Serves about 6-8. ,http://www.101cookbooks.com/archives/herb-salad-recipe.html
,2006-05-18,"Rajasthani buttermilk curry recipe from the award-winning cookbook Mangoes &amp; Curry Leaves, by Jeffrey Alford and Naomi Duguid.",http://www.101cookbooks.com/mt-static/images/food/buttermilk_curry_recipe.jpg,"1 tablespoon vegetable oil (hs note: I used clarified butter)
1 1/2 teaspoons black mustard seeds
1/2 teaspoon cumin seeds
1/2 teaspoon turmeric
1 large or 2 medium scallions, trimmed, sliced lengthwise in half and then crosswise into 1-inch lengths
1 green cayenne chile, minced (hs note: the serrano I had on hand was a reasonable substitute)
1/4 water, if using yogurt
1 cup plain (full-or-reduced fat) yogurt OR 1 1/4 cups buttermilk
1/2 teaspoon salt, or to taste
2/3 tablespoons chopped coriander leaves (hs note: also known as cilantro)",Rajasthani Buttermilk Curry Recipe,,Serves 2 to 3.,http://www.101cookbooks.com/archives/001407.html
PT,2008-05-19,"Okay, first of all, here's how you do NOT pronounce Pots de Creme: ""Pawts deh Creem.""    Here's how you DO pronounce Pots de ...",http://static.thepioneerwoman.com/cooking/files/2008/05/Pots-de-Creme.jpg,"12 ounces, weight Semi-Sweet Chocolate Chips
4 whole Eggs, Room Temperature
2 teaspoons Vanilla Extract (or Cognac, Grand Marnier, Etc.)
1 pinch Salt
8 ounces, fluid Strong Hot Coffee",Pots de Creme,PT4H,2,http://thepioneerwoman.com/cooking/2008/05/easy-delicious-and-yes-elegant-pots-de-creme/
